danceability,energy,valence
0.409,0.974,0.16
0.642,0.657,0.658
0.689,0.384,0.911
0.888,0.515,0.264
0.486,0.979,0.241
0.634,0.662,0.244
0.448,0.965,0.0422
0.64,0.7,0.737
0.442,0.651,0.22
0.831,0.32,0.319
0.491,0.881,0.292
0.796,0.68,0.565
0.768,0.521,0.822
0.663,0.696,0.738
0.665,0.315,0.754
0.859,0.413,0.697
0.743,0.954,0.358
0.554,0.589,0.414
0.651,0.691,0.661
0.877,0.777,0.706
0.653,0.786,0.942
0.491,0.915,0.582
0.281,0.881,0.305
0.384,0.465,0.636
0.388,0.937,0.225
0.809,0.737,0.367
0.665,0.491,0.229
0.622,0.46,0.514
0.738,0.765,0.353
0.766,0.622,0.679
0.704,0.668,0.186
0.616,0.649,0.751
0.343,0.586,0.421
0.618,0.71,0.233
0.513,0.642,0.302
0.592,0.937,0.529
0.635,0.822,0.122
0.823,0.521,0.661
0.286,0.647,0.484
0.597,0.755,0.0467
0.695,0.934,0.319
0.863,0.717,0.357
0.304,0.901,0.374
0.44,0.227,0.0844
0.454,0.881,0.0478
0.709,0.483,0.834
0.547,0.891,0.409
0.497,0.542,0.0707
0.601,0.967,0.397
0.371,0.778,0.482
0.407,0.994,0.46
0.8,0.355,0.253
0.45,0.952,0.0797
0.604,0.449,0.528
0.455,0.956,0.394
0.692,0.719,0.266
0.404,0.868,0.341
0.259,0.437,0.0951
0.653,0.786,0.942
0.659,0.902,0.81
0.693,0.955,0.846
0.862,0.458,0.566
0.651,0.691,0.661
0.6,0.683,0.494
0.461,0.704,0.53
0.842,0.567,0.256
0.433,0.978,0.467
0.724,0.68,0.247
0.654,0.809,0.893
0.357,0.533,0.318
0.604,0.315,0.218
0.684,0.608,0.363
0.488,0.824,0.394
0.741,0.556,0.616
0.402,0.954,0.0907
0.785,0.27,0.12
0.462,0.976,0.216
0.968,0.589,0.268
0.377,0.912,0.547
0.743,0.73,0.15
0.57,0.958,0.418
0.818,0.443,0.722
0.47,0.995,0.231
0.89,0.542,0.565
0.402,0.952,0.544
0.449,0.296,0.139
0.475,0.648,0.0293
0.763,0.577,0.569
0.473,0.778,0.476
0.836,0.703,0.211
0.675,0.519,0.382
0.153,0.162,0.0584
0.448,0.445,0.413
0.727,0.72,0.589
0.615,0.956,0.69
0.886,0.542,0.314
0.192,0.0757,0.0368
0.438,0.266,0.116
0.454,0.291,0.61
0.623,0.624,0.347
0.194,0.351,0.0596
0.787,0.705,0.499
0.412,0.605,0.172
0.635,0.902,0.286
0.336,0.446,0.0366
0.53,0.816,0.371
0.432,0.437,0.357
0.742,0.882,0.463
0.702,0.174,0.504
0.523,0.153,0.184
0.568,0.0438,0.137
0.275,0.782,0.154
0.897,0.177,0.923
0.57,0.65,0.174
0.189,0.732,0.649
0.417,0.524,0.152
0.363,0.997,0.531
0.81,0.582,0.497
0.507,0.97,0.0393
0.658,0.695,0.571
0.35,0.877,0.461
0.636,0.501,0.196
0.441,0.854,0.542
0.757,0.73,0.452
0.397,0.999,0.0411
0.796,0.53,0.754
0.483,0.719,0.401
0.85,0.473,0.38
0.5,0.955,0.779
0.739,0.744,0.97
0.48,0.915,0.388
0.746,0.339,0.291
0.516,0.498,0.941
0.599,0.774,0.696
0.242,0.539,0.13
0.581,0.533,0.466
0.419,0.953,0.279
0.583,0.717,0.673
0.301,0.242,0.305
0.6,0.528,0.142
0.497,0.985,0.187
0.728,0.668,0.857
0.34,0.981,0.888
0.736,0.568,0.514
0.193,0.061,0.0361
0.822,0.461,0.268
0.637,0.702,0.849
0.41,0.141,0.239
0.605,0.77,0.483
0.541,0.0836,0.452
0.495,0.485,0.785
0.767,0.561,0.542
0.412,0.605,0.172
0.424,0.437,0.131
0.615,0.956,0.69
0.824,0.0312,0.314
0.672,0.821,0.91
0.576,0.872,0.559
0.662,0.838,0.561
0.676,0.62,0.607
0.4,0.987,0.437
0.724,0.6,0.466
0.198,0.812,0.109
0.593,0.658,0.27
0.442,0.994,0.204
0.124,0.437,0.103
0.507,0.99,0.34
0.715,0.773,0.172
0.331,0.733,0.66
0.606,0.532,0.405
0.611,0.0565,0.435
0.566,0.66,0.52
0.765,0.859,0.368
0.817,0.814,0.247
0.857,0.901,0.256
0.914,0.552,0.493
0.401,0.539,0.668
0.42,0.723,0.288
0.73,0.722,0.263
0.529,0.931,0.695
0.472,0.743,0.709
0.554,0.337,0.137
0.614,0.486,0.538
0.795,0.885,0.46
0.53,0.326,0.229
0.705,0.918,0.546
0.382,0.929,0.431
0.525,0.774,0.526
0.428,0.795,0.35
0.696,0.574,0.434
0.502,0.885,0.372
0.55,0.67,0.468
0.462,0.953,0.347
0.481,0.852,0.537
0.569,0.914,0.157
0.362,0.921,0.529
0.275,0.245,0.454
0.703,0.557,0.127
0.437,0.865,0.137
0.503,0.568,0.0705
0.559,0.34,0.854
0.584,0.42,0.283
0.232,0.359,0.153
0.767,0.643,0.536
0.418,0.949,0.578
0.683,0.607,0.496
0.394,0.98,0.0717
0.587,0.664,0.617
0.413,0.949,0.507
0.637,0.437,0.486
0.344,0.787,0.106
0.147,0.836,0.0249
0.533,0.904,0.365
0.62,0.616,0.67
0.259,0.962,0.415
0.676,0.56,0.551
0.248,0.938,0.245
0.519,0.517,0.616
0.446,0.95,0.21
0.646,0.676,0.59
0.37,0.998,0.0694
0.502,0.677,0.403
0.433,0.994,0.653
0.823,0.558,0.674
0.423,0.987,0.3
0.609,0.8,0.367
0.456,0.99,0.618
0.848,0.663,0.833
0.543,0.935,0.697
0.763,0.575,0.885
0.614,0.891,0.186
0.149,0.254,0.0678
0.412,0.978,0.536
0.509,0.689,0.297
0.662,0.975,0.492
0.705,0.728,0.966
0.501,0.34,0.0767
0.547,0.822,0.553
0.552,0.753,0.131
0.743,0.503,0.534
0.371,0.997,0.835
0.915,0.556,0.67
0.523,0.932,0.586
0.62,0.64,0.445
0.66,0.956,0.175
0.707,0.543,0.824
0.415,0.824,0.168
0.578,0.694,0.268
0.38,0.957,0.215
0.508,0.557,0.199
0.756,0.853,0.307
0.834,0.538,0.536
0.643,0.269,0.0378
0.66,0.449,0.237
0.684,0.731,0.678
0.802,0.82,0.613
0.529,0.944,0.225
0.328,0.0686,0.0364
0.368,0.944,0.0995
0.526,0.902,0.797
0.495,0.485,0.785
0.438,0.19,0.106
0.66,0.956,0.175
0.622,0.584,0.545
0.59,0.972,0.383
0.572,0.794,0.79
0.174,0.321,0.0554
0.803,0.499,0.749
0.11,0.18,0.0372
0.708,0.339,0.512
0.647,0.97,0.0946
0.506,0.421,0.411
0.567,0.422,0.233
0.159,0.0978,0.0614
0.495,0.485,0.785
0.725,0.696,0.443
0.426,0.119,0.241
0.829,0.582,0.51
0.64,0.599,0.663
0.187,0.0911,0.359
0.792,0.501,0.636
0.532,0.66,0.676
0.0857,0.146,0.0298
0.9,0.691,0.854
0.238,0.0328,0.0481
0.255,0.118,0.109
0.554,0.671,0.437
0.674,0.932,0.826
0.434,0.961,0.0753
0.663,0.706,0.244
0.689,0.72,0.498
0.733,0.54,0.642
0.441,0.605,0.13
0.824,0.661,0.825
0.493,0.901,0.342
0.658,0.671,0.166
0.477,0.962,0.326
0.908,0.567,0.723
0.462,0.988,0.171
0.481,0.236,0.378
0.447,0.941,0.216
0.467,0.672,0.0648
0.509,0.91,0.456
0.506,0.275,0.0639
0.645,0.839,0.529
0.296,0.119,0.146
0.495,0.485,0.785
0.582,0.846,0.736
0.404,0.971,0.212
0.746,0.825,0.584
0.505,0.914,0.627
0.77,0.775,0.848
0.423,0.99,0.0992
0.844,0.513,0.344
0.6,0.217,0.205
0.146,0.321,0.0321
0.414,0.992,0.277
0.598,0.73,0.264
0.461,0.979,0.127
0.74,0.498,0.652
0.504,0.913,0.549
0.817,0.539,0.674
0.393,0.997,0.0639
0.861,0.82,0.781
0.482,0.932,0.203
0.785,0.792,0.528
0.293,0.328,0.296
0.724,0.357,0.69
0.608,0.902,0.246
0.869,0.747,0.784
0.458,0.997,0.0393
0.697,0.764,0.367
0.71,0.699,0.733
0.744,0.718,0.549
0.522,0.931,0.472
0.411,0.523,0.532
0.492,0.264,0.476
0.586,0.54,0.162
0.663,0.764,0.519
0.536,0.496,0.497
0.495,0.485,0.785
0.51,0.838,0.574
0.416,0.979,0.119
0.342,0.18,0.211
0.402,0.967,0.0789
0.847,0.444,0.667
0.28,0.458,0.392
0.74,0.453,0.178
0.428,0.994,0.288
0.652,0.453,0.432
0.213,0.0406,0.1
0.652,0.833,0.231
0.467,0.97,0.166
0.832,0.515,0.653
0.471,0.984,0.0728
0.497,0.701,0.18
0.473,0.972,0.0971
0.803,0.515,0.2
0.723,0.386,0.82
0.505,0.839,0.326
0.208,0.0541,0.131
0.557,0.496,0.265
0.327,0.207,0.351
0.757,0.737,0.635
0.73,0.722,0.263
0.774,0.466,0.396
0.476,0.979,0.365
0.446,0.395,0.267
0.531,0.505,0.465
0.483,0.361,0.307
0.545,0.578,0.586
0.609,0.661,0.435
0.545,0.578,0.586
0.52,0.915,0.5
0.484,0.812,0.0348
0.818,0.598,0.331
0.651,0.918,0.204
0.793,0.549,0.55
0.478,0.932,0.0743
0.152,0.012,0.0939
0.471,0.954,0.231
0.676,0.857,0.717
0.266,0.943,0.133
0.883,0.599,0.413
0.485,0.996,0.104
0.87,0.563,0.725
0.493,0.977,0.135
0.66,0.562,0.35
0.52,0.942,0.163
0.768,0.428,0.147
0.45,0.95,0.0514
0.753,0.745,0.635
0.603,0.982,0.0379
0.892,0.834,0.388
0.567,0.887,0.159
0.821,0.681,0.249
0.416,0.962,0.187
0.694,0.796,0.515
0.375,0.988,0.113
0.656,0.776,0.638
0.558,0.847,0.626
0.764,0.741,0.802
0.479,0.393,0.572
0.866,0.53,0.203
0.524,0.807,0.62
0.562,0.649,0.376
0.746,0.793,0.656
0.675,0.548,0.248
0.655,0.436,0.314
0.65,0.827,0.223
0.167,0.403,0.0279
0.744,0.357,0.114
0.232,0.0986,0.0567
0.658,0.749,0.442
0.33,0.861,0.488
0.674,0.64,0.664
0.409,0.977,0.0368
0.528,0.273,0.158
0.604,0.935,0.637
0.511,0.568,0.405
0.473,0.979,0.202
0.569,0.84,0.749
0.364,0.992,0.0418
0.606,0.533,0.156
0.797,0.676,0.903
0.626,0.734,0.692
0.378,0.996,0.125
0.457,0.648,0.736
0.39,0.973,0.121
0.755,0.531,0.683
0.404,0.996,0.0372
0.665,0.94,0.752
0.479,0.994,0.0705
0.514,0.657,0.855
0.608,0.566,0.418
0.584,0.306,0.096
0.498,0.978,0.0682
0.787,0.78,0.68
0.386,0.983,0.161
0.648,0.904,0.728
0.354,0.995,0.0374
0.731,0.664,0.661
0.432,0.625,0.438
0.558,0.364,0.252
0.486,0.962,0.204
0.712,0.624,0.335
0.395,0.983,0.078
0.72,0.542,0.374
0.405,0.688,0.0615
0.689,0.771,0.482
0.664,0.726,0.572
0.366,0.439,0.11
0.746,0.486,0.417
0.58,0.586,0.507
0.552,0.854,0.446
0.754,0.591,0.859
0.462,0.0574,0.288
0.923,0.597,0.496
0.731,0.499,0.663
0.565,0.598,0.449
0.524,0.358,0.577
0.771,0.526,0.182
0.746,0.486,0.417
0.787,0.713,0.761
0.617,0.926,0.339
0.774,0.513,0.324
0.799,0.591,0.412
0.807,0.564,0.225
0.806,0.668,0.968
0.849,0.737,0.663
0.828,0.656,0.629
0.691,0.0682,0.352
0.511,0.999,0.577
0.456,0.496,0.45
0.431,0.967,0.102
0.514,0.728,0.333
0.442,0.994,0.354
0.73,0.729,0.467
0.41,0.974,0.224
0.598,0.386,0.204
0.378,0.981,0.304
0.725,0.199,0.264
0.45,0.991,0.382
0.627,0.69,0.627
0.466,0.995,0.584
0.375,0.428,0.361
0.46,0.993,0.0589
0.819,0.699,0.478
0.728,0.802,0.928
0.694,0.671,0.27
0.762,0.92,0.0388
0.879,0.733,0.913
0.773,0.745,0.898
0.812,0.385,0.742
0.734,0.809,0.965
0.898,0.567,0.602
0.533,0.879,0.398
0.801,0.745,0.245
0.764,0.828,0.931
0.626,0.503,0.821
0.115,0.0137,0.0522
0.82,0.842,0.653
0.52,0.198,0.272
0.86,0.717,0.812
0.52,0.873,0.379
0.809,0.613,0.562
0.62,0.475,0.321
0.598,0.773,0.707
0.36,0.289,0.193
0.501,0.633,0.463
0.447,0.999,0.294
0.412,0.657,0.625
0.334,0.979,0.0387
0.629,0.833,0.653
0.671,0.848,0.0359
0.463,0.411,0.163
0.426,0.984,0.139
0.681,0.737,0.278
0.607,0.861,0.261
0.868,0.616,0.495
0.287,0.952,0.0377
0.809,0.911,0.64
0.493,0.936,0.134
0.575,0.443,0.658
0.413,0.924,0.0383
0.569,0.807,0.883
0.46,0.886,0.271
0.904,0.672,0.398
0.512,0.995,0.107
0.579,0.577,0.184
0.537,0.813,0.135
0.738,0.533,0.262
0.556,0.81,0.194
0.501,0.674,0.152
0.543,0.961,0.147
0.795,0.48,0.723
0.435,0.987,0.372
0.703,0.768,0.786
0.462,0.904,0.319
0.748,0.457,0.464
0.498,0.965,0.303
0.761,0.732,0.542
0.475,0.929,0.379
0.789,0.419,0.542
0.731,0.173,0.39
0.961,0.617,0.734
0.566,0.181,0.67
0.498,0.471,0.351
0.635,0.942,0.433
0.896,0.72,0.966
0.555,0.299,0.618
0.434,0.929,0.428
0.355,0.327,0.217
0.519,0.503,0.364
0.608,0.368,0.212
0.747,0.573,0.551
0.404,0.222,0.541
0.695,0.232,0.451
0.627,0.848,0.942
0.719,0.758,0.49
0.187,0.591,0.15
0.749,0.82,0.534
0.251,0.326,0.0651
0.76,0.794,0.583
0.363,0.417,0.301
0.876,0.492,0.4
0.341,0.635,0.325
0.681,0.932,0.633
0.708,0.729,0.435
0.741,0.787,0.771
0.756,0.264,0.388
0.765,0.816,0.624
0.677,0.00709,0.691
0.646,0.867,0.892
0.645,0.779,0.191
0.822,0.744,0.747
0.72,0.0985,0.51
0.886,0.708,0.965
0.809,0.788,0.745
0.646,0.867,0.892
0.798,0.751,0.469
0.718,0.887,0.723
0.741,0.651,0.227
0.431,0.881,0.789
0.592,0.489,0.246
0.831,0.818,0.819
0.768,0.864,0.891
0.817,0.667,0.776
0.21,0.00405,0.0337
0.759,0.885,0.673
0.793,0.907,0.535
0.639,0.842,0.891
0.437,0.857,0.552
0.431,0.881,0.789
0.642,0.848,0.7
0.831,0.818,0.819
0.667,0.553,0.483
0.886,0.708,0.965
0.792,0.763,0.399
0.741,0.787,0.771
0.474,0.66,0.17
0.646,0.867,0.892
0.753,0.845,0.214
0.682,0.88,0.804
0.805,0.928,0.313
0.831,0.818,0.819
0.582,0.912,0.23
0.817,0.667,0.776
0.754,0.698,0.888
0.787,0.872,0.696
0.757,0.81,0.559
0.822,0.744,0.747
0.459,0.957,0.536
0.787,0.872,0.696
0.902,0.388,0.646
0.718,0.891,0.828
0.635,0.325,0.224
0.886,0.708,0.965
0.621,0.547,0.619
0.822,0.744,0.747
0.46,0.525,0.71
0.639,0.842,0.891
0.635,0.422,0.155
0.759,0.885,0.673
0.484,0.407,0.678
0.886,0.708,0.965
0.693,0.648,0.364
0.765,0.816,0.624
0.523,0.523,0.285
0.741,0.787,0.771
0.527,0.493,0.67
0.785,0.881,0.728
0.585,0.576,0.612
0.886,0.708,0.965
0.832,0.847,0.204
0.765,0.816,0.624
0.566,0.624,0.245
0.353,0.957,0.864
0.635,0.475,0.489
0.741,0.787,0.771
0.647,0.594,0.81
0.822,0.744,0.747
0.503,0.361,0.333
0.787,0.872,0.696
0.521,0.561,0.296
0.857,0.855,0.798
0.507,0.417,0.461
0.831,0.818,0.819
0.181,0.0993,0.032
0.682,0.88,0.804
0.592,0.454,0.354
0.741,0.787,0.771
0.66,0.296,0.286
0.786,0.884,0.728
0.722,0.71,0.715
0.886,0.708,0.965
0.871,0.528,0.835
0.736,0.881,0.916
0.741,0.642,0.966
0.742,0.865,0.554
0.788,0.47,0.722
0.765,0.816,0.624
0.742,0.664,0.967
0.517,0.901,0.946
0.671,0.644,0.659
0.621,0.886,0.533
0.748,0.681,0.469
0.817,0.667,0.776
0.741,0.642,0.966
0.736,0.881,0.916
0.788,0.47,0.722
0.621,0.886,0.533
0.742,0.664,0.967
0.639,0.842,0.891
0.877,0.407,0.443
0.886,0.708,0.965
0.848,0.525,0.703
0.736,0.881,0.916
0.744,0.382,0.597
0.741,0.787,0.771
0.778,0.282,0.451
0.8,0.849,0.804
0.829,0.562,0.155
0.741,0.787,0.771
0.592,0.872,0.308
0.886,0.708,0.965
0.63,0.695,0.696
0.741,0.787,0.771
0.773,0.963,0.378
0.659,0.326,0.569
0.71,0.978,0.66
0.789,0.83,0.816
0.505,0.429,0.085
0.554,0.371,0.245
0.754,0.961,0.87
0.705,0.339,0.613
0.673,0.476,0.95
0.722,0.417,0.451
0.627,0.5,0.195
0.722,0.417,0.451
0.825,0.53,0.377
0.722,0.417,0.451
0.808,0.835,0.379
0.834,0.663,0.774
0.838,0.456,0.767
0.722,0.338,0.0727
0.755,0.807,0.802
0.753,0.756,0.679
0.837,0.556,0.762
0.532,0.582,0.163
0.791,0.798,0.183
0.645,0.48,0.424
0.467,0.317,0.373
0.695,0.582,0.346
0.909,0.0834,0.33
0.557,0.292,0.0444
0.653,0.296,0.176
0.624,0.671,0.302
0.797,0.403,0.557
0.691,0.41,0.0904
0.744,0.454,0.627
0.397,0.245,0.291
0.858,0.455,0.504
0.724,0.64,0.264
0.753,0.597,0.821
0.336,0.43,0.497
0.646,0.796,0.619
0.755,0.882,0.606
